APPLICATION_SUBMISSION_TYPE,POSTAL_ADDRESS_TYPE,GENDER,MARITAL_STATUS,RESIDENTIAL_PHONE,RESIDENCE_TYPE,EMAIL,PROFESSIONAL_PHONE,PROFESSION_CODE,OCCUPATION_TYPE,PRODUCT,QUANT_ADDITIONAL_CARDS,QUANT_DEPENDANTS,MONTHS_IN_RESIDENCE,PERSONAL_MONTHLY_INCOME,OTHER_INCOMES,QUANT_BANKING_ACCOUNTS,PERSONAL_ASSETS_VALUE,QUANT_CARS,MONTHS_IN_THE_JOB,AGE,TARGET_LABEL
Web,1,M,6,Y,1,1,N,,,1,0,1,1,498.87,0,0,0,0,0,44,0
Paper,1,F,5,Y,1,1,Y,9,2,1,0,0,1,460,0,0,0,0,0,37,0
Web,1,F,6,Y,1,1,Y,9,2,1,0,0,8,506,0,0,0,0,0,39,1
Web,1,M,7,Y,2,1,Y,9,2,1,0,0,3,1280,0,1,0,0,0,46,1
Web,1,F,6,Y,1,1,N,2,4,1,0,0,23,985,1800,0,0,0,0,42,0
Web,1,F,1,N,1,1,Y,9,2,1,0,0,24,635,0,0,0,0,0,23,0
Paper,1,F,1,Y,1,1,N,9,4,1,0,0,1,700,0,0,0,0,0,43,1
Web,1,F,2,N,1,1,Y,9,2,1,0,2,3,619,900,0,45000,0,0,43,0
Web,1,F,1,Y,5,1,Y,9,2,1,0,0,2,480,0,0,0,0,0,19,0
Web,1,F,4,Y,1,1,N,,1,2,0,0,20,350,1000,0,80000,0,0,68,0
Web,1,F,2,Y,1,1,N,9,2,2,0,0,5,380,0,0,0,0,0,21,0
Paper,1,F,1,N,1,1,Y,11,2,1,0,2,1,441.27,0,0,0,0,0,31,0
0,1,F,1,Y,2,0,Y,9,2,2,0,1,3,350,300,1,0,1,0,31,0
0,1,M,2,Y,1,1,Y,9,2,1,0,0,16,1200,0,1,0,1,0,34,1
Web,1,M,1,Y,,1,N,9,2,1,0,0,2,1400,0,0,0,0,0,24,0
Web,1,F,2,Y,2,1,N,,,1,0,0,3,720,0,0,0,0,0,55,0
0,1,M,2,Y,1,0,N,2,4,1,0,0,8,1500,500,1,55000,1,0,40,0
Web,1,M,1,Y,1,1,N,11,5,1,0,0,1,402,0,0,0,0,0,35,0
0,1,F,1,Y,2,0,N,9,5,1,0,0,1,350,0,1,0,1,0,47,0
0,1,F,4,Y,1,0,N,0,1,1,0,0,20,350,0,1,0,1,0,73,0
Web,2,F,4,Y,1,1,Y,9,2,1,0,1,3,381,0,0,0,0,0,35,0
0,1,F,1,Y,1,0,N,9,4,1,0,2,2,1000,0,1,0,1,0,39,0
Web,1,F,2,N,1,1,Y,9,2,1,0,1,27,463,0,0,0,0,0,27,0
0,1,F,2,Y,2,0,N,9,4,1,0,2,5,840,0,1,0,1,0,35,0
Web,1,M,2,N,1,1,Y,9,2,1,0,2,10,319,0,0,0,0,0,43,0
Web,1,M,1,Y,1,1,Y,9,2,1,0,0,15,561.43,0,0,0,0,0,27,0
Web,1,M,2,Y,1,1,N,9,1,1,0,1,40,350,0,0,0,0,0,60,0
0,1,M,6,N,5,0,N,9,2,1,0,2,5,499,0,1,0,1,0,26,1
0,1,M,2,N,0,0,N,0,0,7,0,0,0,332,0,1,0,1,0,76,0
Web,1,F,2,Y,1,1,N,9,5,1,0,0,5,232,0,0,0,0,0,30,0
Web,1,F,1,Y,1,1,N,2,4,1,0,0,1,600,0,0,0,0,0,34,0
Web,1,F,2,N,1,1,N,9,2,1,0,2,6,380,0,0,0,0,0,21,0
Web,1,M,1,N,0,1,N,9,1,1,0,3,2,350,0,0,0,0,0,71,0
Web,1,M,2,Y,1,1,Y,9,2,1,0,0,4,690,0,0,0,0,0,68,0
Paper,1,F,2,Y,1,1,N,9,4,1,0,4,1,650,0,0,0,0,0,56,0
0,1,F,4,Y,1,1,N,11,1,1,0,1,0,700,0,0,0,0,0,77,0
Web,1,F,1,Y,1,1,N,9,4,1,0,0,18,400,0,0,0,0,0,53,0
Web,1,F,1,Y,1,1,N,9,5,1,0,0,1,409,0,0,0,0,0,55,0
Web,1,M,1,N,1,1,N,9,2,1,0,0,10,380,0,0,0,0,0,40,1
Web,1,M,2,Y,1,1,N,9,4,1,0,0,10,1100,0,0,0,0,0,36,0
0,1,F,2,Y,1,0,N,0,0,2,0,0,7,350,0,1,0,1,0,36,0
0,1,F,2,Y,1,1,N,9,2,1,0,0,10,3000,0,0,0,0,0,51,0
0,1,F,2,Y,1,0,N,9,4,1,0,2,6,800,0,1,0,1,0,39,0
Web,1,F,2,Y,2,1,Y,9,5,1,0,2,2,609,0,0,0,0,0,37,0
Web,1,F,2,Y,1,1,N,11,5,1,0,0,1,580,0,0,0,0,0,50,1
Web,1,F,5,Y,1,1,N,,4,1,0,0,10,500,0,0,25000,0,0,52,0
Web,1,F,1,Y,1,1,N,9,5,1,0,0,20,370,0,0,0,0,0,19,1
Web,1,F,1,Y,1,1,Y,9,5,1,0,0,2,340,0,0,0,0,0,18,1
0,1,F,2,N,5,0,N,9,2,1,0,0,26,598,0,1,0,1,0,44,0
0,1,F,2,N,1,0,N,0,0,1,0,0,18,789,0,1,0,1,0,75,0
0,1,M,2,Y,1,0,N,9,5,1,0,2,12,1193,0,1,0,1,0,36,0
0,1,F,4,Y,1,0,N,9,1,1,0,0,30,350,0,1,0,1,0,69,0
Web,1,F,2,Y,3,1,N,12,2,1,0,0,6,2206,0,0,0,0,0,42,0
Web,2,M,1,N,5,1,Y,9,2,2,0,0,8,500,0,0,0,0,0,37,0
0,1,M,2,Y,1,0,N,9,2,1,0,1,1,1846,0,1,0,1,0,29,1
Web,1,M,2,Y,1,1,Y,9,2,1,0,0,1,830,0,0,0,0,0,22,1
Web,1,M,2,Y,1,1,N,9,2,2,0,0,10,380,0,0,0,0,0,20,0
0,1,M,2,Y,1,0,N,15,1,1,0,0,9,1111,0,1,0,1,0,63,0
Web,1,F,2,N,1,1,N,9,1,1,0,0,10,344.3,0,0,0,0,0,57,0
Web,1,M,1,Y,1,1,N,9,2,1,0,0,18,1250,0,0,0,0,0,19,1
Web,1,F,2,Y,2,1,N,9,2,2,0,0,1,560,641.92,0,0,0,0,36,0
Web,1,F,4,N,,1,Y,9,5,1,0,3,5,1683,0,0,0,0,0,41,1
0,1,M,2,Y,1,1,N,17,4,1,0,0,1,460,0,1,0,1,0,30,0
Web,1,F,1,Y,1,1,N,,,1,0,0,14,300,0,0,0,0,0,50,0
0,1,F,2,Y,1,0,N,2,1,1,0,2,4,350,450,1,0,1,0,29,1
Web,1,F,1,Y,1,1,Y,9,2,1,0,1,10,350,0,0,0,0,0,33,0
0,1,F,4,Y,1,1,Y,11,2,1,0,0,0,658,0,1,0,1,0,52,0
0,1,F,2,N,1,1,N,9,2,1,0,0,19,600,0,1,20000,1,0,44,1
Web,1,F,2,N,1,1,N,9,5,2,0,1,3,439.16,0,0,0,0,0,36,1
Paper,1,M,2,Y,2,1,N,9,2,1,0,4,10,550,0,0,0,0,0,46,0
Web,1,M,1,N,1,1,N,,1,7,0,0,10,381.44,0,0,0,0,0,50,0
Web,1,M,2,Y,,1,N,,,1,0,0,10,393,0,0,0,0,0,35,0
0,1,F,2,Y,2,0,N,9,4,1,0,0,0,350,0,0,0,1,0,25,0
0,1,F,2,Y,1,1,N,,,1,0,0,5,350,0,1,0,0,0,34,0
Web,1,M,2,Y,1,1,N,13,1,1,0,0,15,519.81,0,0,0,0,0,68,0
Web,1,F,2,Y,1,1,N,,1,1,0,2,40,351,0,0,0,0,0,42,0
0,1,F,2,Y,1,0,N,9,2,2,0,0,1,350,0,1,0,1,0,39,0
0,1,M,4,Y,1,1,N,11,1,1,0,0,0,220,0,1,0,1,0,77,0
Web,1,F,2,Y,1,1,Y,9,4,1,0,0,5,239,0,0,0,0,0,27,0
Web,1,F,1,Y,1,1,Y,9,2,1,0,2,5,800.13,0,0,0,0,0,34,1
Web,1,F,1,N,,1,N,,,1,0,0,2,381,0,0,0,0,0,45,0
Paper,1,M,1,Y,1,1,N,9,1,1,0,0,1,381,0,0,0,0,0,31,0
Web,1,F,4,Y,1,1,N,,4,1,0,1,5,550,0,0,0,0,0,54,1
Web,1,M,2,Y,1,1,N,2,4,1,0,0,24,250,0,0,0,0,0,50,1
0,1,M,1,Y,1,1,N,9,2,1,0,0,4,555,0,1,0,1,0,22,0
Web,1,M,2,N,1,1,N,9,1,2,0,0,10,650,0,0,0,0,0,47,0
Web,1,F,1,Y,1,1,N,9,5,1,0,2,2,426.62,0,0,0,0,0,31,0
Web,1,F,1,Y,1,1,N,,,1,0,0,8,350,0,0,0,0,0,33,0
Web,1,F,2,Y,5,1,N,2,,1,0,3,10,1100,0,0,0,0,0,29,0
Web,1,M,2,Y,1,1,N,9,2,1,0,2,5,510,0,0,0,0,0,42,0
Web,1,F,2,Y,1,1,N,9,2,1,0,0,1,532,0,0,0,0,0,59,0
Web,1,F,2,Y,1,1,N,9,2,1,0,0,10,350,0,0,0,0,0,51,0
0,1,F,2,Y,1,0,N,0,0,1,0,0,15,500,0,1,0,1,0,28,0
Web,1,F,1,Y,1,1,Y,,,1,0,0,1,350,0,0,0,0,0,18,1
0,1,F,6,Y,1,0,N,0,0,1,0,0,20,951,0,0,0,1,0,61,0
Web,1,M,6,Y,0,1,N,11,2,1,0,0,5,1580,0,0,0,0,0,31,1
Web,1,F,1,N,1,1,N,,,1,0,0,10,380,0,0,0,0,0,60,0
Web,1,F,2,Y,1,1,N,9,1,1,0,0,10,578,0,0,0,0,0,61,0
0,1,F,2,N,2,1,N,9,1,1,0,0,2,1349,0,1,0,1,0,67,0
Web,1,M,1,Y,1,1,N,9,2,2,0,0,14,250,0,0,0,0,0,23,0
0,1,F,1,Y,1,1,Y,9,2,1,0,0,0,560,0,1,0,1,0,53,0
0,1,M,2,Y,2,1,N,10,2,1,0,0,1,586,0,1,0,1,0,28,0
0,1,F,2,Y,1,1,N,9,5,1,0,0,10,531,0,1,0,0,0,40,0
Web,1,M,2,Y,1,1,N,,,1,0,0,10,383,0,0,0,0,0,76,0
Web,1,F,1,Y,1,1,N,,,1,0,0,30,260,0,0,0,0,0,41,1
0,1,F,1,N,1,1,Y,9,2,1,0,0,5,413,0,1,0,1,0,32,0
Web,1,F,2,Y,1,1,N,,2,1,0,1,15,350,0,0,0,0,0,37,1
Web,1,F,2,Y,1,1,N,2,4,1,0,3,20,500,0,0,0,0,0,39,0
Web,1,F,1,Y,1,1,N,9,4,1,0,0,5,250,0,0,0,0,0,21,0
Web,1,F,1,Y,1,1,N,,5,2,0,0,10,500,0,0,0,0,0,19,1
Web,1,M,6,Y,1,1,Y,9,2,1,0,1,2,601,0,0,25000,0,0,24,1
0,1,M,2,Y,1,1,Y,9,,1,0,0,10,452,0,0,0,0,0,44,1
Web,1,F,2,Y,1,1,N,9,2,1,0,0,15,409,1046,0,0,0,0,18,0
Web,1,M,2,Y,1,1,N,,,1,0,0,10,350,0,0,0,0,0,66,0
0,1,M,4,N,2,0,N,9,1,1,0,0,10,350,0,1,0,1,0,84,0
Paper,1,F,1,Y,1,1,N,11,4,1,0,0,1,480,0,0,0,0,0,69,0
Web,1,F,4,Y,1,1,N,,,1,0,0,16,350,0,0,0,0,0,52,0
Web,1,M,2,Y,1,1,N,9,2,1,0,1,9,847,0,0,25000,0,0,49,0
0,1,M,1,Y,5,1,N,11,2,1,0,0,4,360,0,1,0,1,0,27,1
Web,1,F,4,Y,1,1,N,,1,1,0,0,11,350,0,0,0,0,0,71,0
0,1,M,2,Y,1,0,Y,9,2,1,0,0,4,1201,0,1,0,1,0,31,1
0,1,F,2,Y,1,0,N,0,0,1,0,0,12,433,0,1,0,1,0,27,1
Web,1,F,1,Y,1,1,Y,11,,1,0,0,24,611,544.5,0,0,0,0,55,0
0,1,M,0,Y,1,1,Y,11,2,1,0,0,0,500,0,1,0,1,0,30,0
Web,1,F,4,Y,1,1,N,,,1,0,0,35,385,0,0,0,0,0,49,0
Web,1,F,4,N,1,1,N,9,1,2,0,0,20,493.83,0,0,0,0,0,58,0
Paper,1,F,2,Y,1,1,Y,9,2,1,0,0,1,390,0,0,0,0,0,49,0
Paper,1,F,1,Y,2,1,Y,11,2,1,0,3,1,760,0,0,0,0,0,39,0
Web,1,M,1,Y,1,1,N,9,5,1,0,0,6,1250,0,1,0,1,0,33,1
Web,1,M,2,Y,1,1,N,,,1,0,0,5,381.44,0,0,0,0,0,47,0
Web,1,M,2,Y,2,1,Y,9,2,1,0,0,1,709,0,0,0,0,0,40,0
0,1,M,2,N,1,1,Y,9,2,1,0,1,1,350,0,1,0,1,0,51,1
Web,1,F,2,N,2,1,Y,,2,1,0,0,3,354.97,770,0,0,0,0,47,0
Web,1,F,1,Y,1,1,N,9,2,1,0,0,1,386,0,0,0,0,0,29,0
0,1,F,1,Y,1,1,N,9,1,1,0,0,1,750,0,1,0,1,0,62,0
0,1,M,2,N,1,0,Y,10,2,1,0,0,8,1347,0,1,0,1,0,41,1
Web,1,F,2,Y,1,1,N,9,1,1,0,0,40,651,300,0,0,0,0,54,0
Paper,1,F,4,N,1,1,N,11,1,1,0,0,1,269,0,0,0,0,0,62,0
0,1,M,2,Y,1,1,N,0,0,1,0,0,12,600,250,1,0,1,0,56,0
Web,1,F,1,Y,1,1,N,,,1,0,0,5,395,0,0,0,0,0,24,0
Web,1,M,2,Y,1,1,N,9,2,2,0,0,2,380,0,0,0,0,0,34,0
0,1,F,4,Y,1,0,N,9,1,1,0,1,30,300,867,1,0,1,0,69,0
Web,1,F,1,Y,,1,Y,9,2,1,0,1,27,800,0,0,0,0,0,27,0
Web,1,F,2,Y,1,1,N,9,1,1,0,0,10,1016,0,0,0,0,0,65,0
0,1,M,2,N,1,1,N,9,5,1,0,2,18,484,0,1,10000,1,0,39,0
Web,1,M,2,N,1,1,N,9,1,2,0,1,22,350,0,0,0,0,0,87,0
0,1,F,1,Y,5,1,N,9,2,1,0,0,0,467,0,1,0,1,0,18,0
Paper,1,M,5,Y,1,1,N,9,1,1,0,0,1,384,0,0,0,0,0,47,0
Web,1,F,4,Y,1,1,Y,10,5,1,0,1,12,1600,0,0,0,0,0,33,0
0,1,M,5,N,1,0,Y,9,2,1,0,0,0,450,0,1,0,1,0,59,1
Web,1,F,1,Y,1,1,N,9,5,1,0,1,12,350,0,0,0,0,0,56,0
0,1,M,2,Y,1,1,N,9,2,1,0,8,10,784,0,1,0,1,0,47,0
Paper,1,F,4,N,1,1,Y,9,2,1,0,1,1,429,0,0,0,0,0,43,0
Paper,1,F,1,Y,1,1,Y,9,2,1,0,0,1,722,0,0,0,0,0,32,0
Web,1,F,2,N,1,1,N,,,1,0,2,10,650,0,0,0,0,0,49,0
Web,1,F,2,Y,2,1,N,2,4,2,0,0,1,300,0,0,0,0,0,44,0
0,1,F,4,N,1,0,N,9,1,1,0,0,3,2000,0,1,0,1,0,70,0
0,1,M,2,Y,1,0,N,9,4,7,0,2,25,3000,0,1,80000,1,0,50,0
0,1,F,1,Y,1,0,N,9,5,1,0,0,8,300,0,1,0,1,0,26,0
Web,1,F,2,N,2,1,Y,9,2,1,0,0,4,372,0,0,0,0,0,57,0
Web,1,F,1,Y,1,1,N,,,1,0,0,20,400,0,0,0,0,0,34,1
Web,1,F,1,Y,1,1,N,9,4,1,0,0,20,280,0,0,0,0,0,35,0
0,1,M,1,Y,1,1,N,9,,1,0,0,10,350,380,0,0,0,2,22,0
0,1,M,2,Y,1,0,Y,9,5,1,0,1,4,580,0,1,0,1,0,34,1
Web,1,M,2,Y,1,1,N,9,5,1,0,0,10,584,0,0,0,0,0,27,0
Web,1,M,1,Y,2,1,N,,4,1,0,1,1,600,0,0,0,0,0,22,1
Web,1,F,2,Y,1,1,N,,,1,0,7,10,374,0,0,0,0,0,42,1
0,1,M,2,Y,2,1,Y,9,2,1,0,1,1,350,464,1,0,1,0,30,1
0,1,M,2,Y,0,1,Y,,,1,0,2,15,700,0,1,0,0,0,50,0
Web,1,M,2,Y,1,1,N,,,1,0,0,5,600,0,0,0,0,0,21,0
Web,1,F,2,Y,1,1,N,,,1,0,0,6,700,0,0,0,0,0,49,0
Web,1,F,1,Y,1,1,N,,,1,0,0,6,450,0,0,0,0,0,33,0
Web,1,F,1,N,1,1,Y,9,2,1,0,0,10,701.86,0,0,0,0,0,31,1
0,1,F,1,Y,1,0,N,0,0,1,0,0,10,426,0,1,0,1,0,33,0
Web,1,F,5,Y,1,1,Y,9,2,7,0,0,23,350,300,0,50000,1,0,53,0
0,1,F,2,Y,1,1,N,16,5,2,0,0,1,600,0,1,0,1,0,37,0
Web,1,F,1,Y,,1,N,9,2,1,0,0,23,535.3,0,0,0,0,0,23,1
Paper,1,F,2,Y,5,1,N,9,4,2,0,2,1,216,0,0,0,0,0,39,0
0,1,F,0,Y,1,1,N,11,1,1,0,1,0,351,0,1,0,1,0,43,0
Web,1,F,4,N,1,1,N,,,1,0,0,25,264,0,0,0,0,0,66,0
0,1,F,2,N,1,0,N,0,0,1,0,0,15,360,0,1,0,1,0,60,0
Web,1,M,2,Y,1,1,N,9,2,1,0,0,8,1065,0,0,0,0,0,61,0
Web,1,F,1,Y,1,1,N,,,1,0,0,8,700,0,0,0,0,0,37,0
Web,1,F,4,Y,,1,N,9,5,1,0,0,6,1259,0,0,45000,0,0,38,1
0,1,M,1,Y,1,0,N,9,5,2,0,0,3,350,0,1,0,1,0,52,1
Web,1,M,2,Y,1,1,N,,,1,0,0,5,400,0,0,0,0,0,43,1
Web,1,F,1,Y,5,1,Y,2,4,1,0,2,1,400,0,0,0,0,0,40,0
Web,1,M,2,Y,1,1,N,9,5,1,0,1,3,800,0,0,0,0,0,27,0
0,1,M,2,Y,1,1,Y,,,2,0,0,10,350,0,1,0,0,0,24,1
0,1,M,2,Y,1,0,N,6,2,1,0,0,1,377,0,1,0,1,0,20,0
Web,1,M,1,N,1,1,N,9,2,1,0,0,3,424,0,0,0,0,0,58,0
Web,1,M,2,Y,1,1,N,9,,1,0,0,16,1000,0,0,0,0,0,53,0
0,1,F,2,Y,2,1,N,9,1,1,0,0,0,955,0,1,0,1,0,39,0
0,1,M,2,Y,1,0,Y,9,2,1,0,2,14,1046,0,1,0,1,0,40,1
0,1,F,1,N,1,0,N,0,0,1,0,0,1,300,0,1,0,1,0,66,1
Web,1,F,4,Y,1,1,N,9,5,1,0,0,5,1950,0,0,0,0,0,60,0
Web,1,F,2,Y,1,1,N,9,4,1,0,2,25,500,0,0,0,0,0,46,0
0,1,M,2,Y,1,1,Y,9,2,1,0,1,0,1074,0,0,0,1,0,48,0
Web,1,M,2,Y,1,1,N,9,2,1,0,0,6,1015,0,0,0,0,0,48,0
Web,1,F,1,Y,1,1,N,2,4,1,0,0,6,250,0,0,0,0,0,31,1
0,1,M,2,Y,1,0,Y,0,0,1,0,1,6,687,0,1,0,1,0,53,0
Web,1,F,2,Y,1,1,N,9,1,1,0,0,16,917,0,0,0,0,0,42,0
Web,1,F,1,N,1,1,Y,9,2,2,0,0,10,370,0,0,0,0,0,18,0
Web,1,F,4,N,1,1,N,9,1,1,0,0,22,514,0,0,0,0,0,70,1
0,1,F,2,Y,1,1,N,9,4,1,0,2,10,521,0,1,0,1,0,33,1
0,1,M,2,Y,1,1,N,9,1,1,0,0,8,350,0,1,0,0,0,50,1
Web,1,M,6,Y,1,1,N,9,2,1,0,3,1,380,0,0,0,0,0,20,1
0,1,M,2,Y,1,0,N,9,1,1,0,0,20,350,0,1,0,1,0,72,0
Paper,1,M,1,Y,2,1,Y,9,2,1,0,2,1,765,0,0,0,0,0,42,1
Web,1,F,2,Y,1,1,N,,4,1,0,1,5,380,0,0,0,0,0,27,0
0,1,F,1,Y,1,1,Y,12,2,1,0,0,5,4650,0,1,0,0,0,51,0
0,1,F,2,Y,1,0,N,9,5,1,0,0,10,350,600,1,0,1,0,23,1
0,1,F,1,Y,1,1,N,9,1,1,0,0,25,350,0,0,0,0,0,35,1
0,1,F,2,Y,1,0,N,9,1,1,0,0,5,1200,0,1,0,1,0,73,0
Web,1,F,1,Y,5,1,N,13,2,7,0,0,27,468.9,0,0,0,0,0,27,1
0,1,M,1,N,1,0,N,0,1,1,0,0,8,350,0,1,0,1,0,64,0
0,1,F,2,Y,4,0,Y,9,2,1,0,0,14,780,774,1,0,1,0,65,1
0,1,F,2,Y,1,0,N,2,4,1,0,0,20,500,0,1,0,1,0,65,1
Web,1,F,2,Y,1,1,N,,4,1,0,3,5,350,0,0,0,0,0,46,1
0,1,M,1,Y,1,0,Y,9,2,1,0,0,1,1000,0,1,0,1,0,37,1
0,1,M,0,Y,2,1,Y,10,2,2,0,1,0,2401,0,0,0,1,0,31,0
Web,1,M,2,Y,1,1,N,9,1,1,0,0,20,275,0,0,0,0,0,68,0
0,1,M,2,Y,1,1,N,9,5,1,0,0,2,350,0,1,0,1,0,27,1
Web,1,F,1,Y,1,1,N,16,,2,0,4,8,45083,0,0,3000,0,0,47,0
Web,1,F,1,Y,2,1,N,9,2,1,0,0,3,646,0,0,0,0,0,41,0
Web,1,F,2,Y,1,1,N,9,4,1,0,1,10,263,0,0,0,0,0,34,0
Web,1,F,2,Y,2,1,N,11,,7,0,3,6,300,0,0,0,0,0,42,0
Web,1,M,2,Y,1,1,Y,9,2,1,0,1,4,552.83,0,0,0,0,0,41,1
Web,1,M,2,Y,1,1,Y,9,2,1,0,4,35,628,0,0,0,0,0,62,0
Web,1,F,1,N,1,1,N,9,4,1,0,0,15,350,0,0,0,0,0,54,1
0,1,F,4,N,1,1,N,16,1,1,0,0,10,460,0,1,0,1,0,62,0
0,1,F,7,Y,2,1,Y,9,2,1,0,2,1,350,0,1,0,1,0,40,0
Web,1,F,2,Y,2,1,N,9,2,1,0,2,7,640.26,0,0,0,0,0,33,0
0,1,M,2,Y,2,0,Y,9,5,2,0,0,1,1144,400,1,0,1,0,28,0
Web,1,F,4,Y,1,1,N,9,5,1,0,1,23,865.43,0,0,0,0,0,52,0
0,1,M,2,Y,1,1,Y,9,2,1,0,1,10,743,0,0,0,1,0,24,0
Web,1,M,1,Y,1,1,Y,9,5,1,0,0,29,592,0,0,15000,0,0,34,0
0,1,M,2,Y,1,1,Y,9,2,1,0,2,0,395,0,1,0,1,0,40,0
Web,1,M,2,Y,1,1,N,9,2,2,0,0,12,650,0,0,0,0,0,26,0
Web,1,F,2,Y,1,1,N,,,1,0,0,10,420,0,0,0,0,0,20,0
0,1,F,2,Y,1,0,N,9,2,1,0,1,21,685,0,1,0,1,0,42,0
Web,1,M,2,Y,1,1,Y,6,2,1,0,0,10,376,0,0,0,0,0,56,0
Web,1,F,2,Y,1,1,N,9,1,1,0,0,5,351,0,0,0,0,0,72,0
0,1,F,2,Y,1,1,N,9,2,2,0,0,0,480,0,1,0,1,0,29,1
Web,1,F,2,Y,1,1,N,,,1,0,0,1,350,0,0,0,0,0,33,0
Web,1,F,2,Y,,1,N,11,5,1,0,0,10,380,0,0,0,0,0,41,0
Web,1,M,2,Y,1,1,N,9,2,1,0,3,15,535,0,0,0,0,0,39,0
Paper,1,F,4,Y,1,1,N,11,1,1,0,1,1,350,0,0,0,0,0,72,0
0,1,F,2,N,1,0,N,0,0,1,0,5,4,500,0,1,0,1,0,59,0
Web,1,F,2,Y,0,1,N,,2,1,0,2,8,1000,0,0,0,0,0,33,0
0,1,N,6,Y,1,0,N,2,4,1,0,0,4,300,0,1,0,1,0,31,0
0,1,F,1,Y,1,0,N,9,5,1,0,0,0,700,0,1,0,1,0,23,0
Web,1,M,4,N,1,1,Y,9,2,1,0,1,7,579,800,0,0,0,0,44,1
0,1,M,2,Y,1,0,N,9,2,1,0,2,10,1115,0,1,0,1,0,42,1
Web,1,F,2,Y,1,1,N,9,4,1,0,0,40,410,0,0,0,0,0,53,0
Web,1,F,5,Y,0,1,N,,,1,0,0,0,900,0,0,0,0,0,49,0
0,1,M,2,Y,1,1,N,0,0,1,0,2,16,1773,0,0,0,1,0,61,0
Web,1,M,1,Y,1,1,N,9,2,1,0,0,10,810,0,0,0,0,0,40,1
0,1,F,1,Y,1,0,N,0,0,1,0,0,5,540,0,1,0,1,0,28,1
Web,1,M,2,Y,1,1,N,2,2,1,0,0,30,400,0,0,0,0,0,35,0
Web,1,F,1,N,1,1,N,,,1,0,1,10,411,0,0,0,0,0,42,0
Web,1,F,2,Y,1,1,N,,,1,0,0,8,483,0,0,0,0,0,50,0
0,1,M,6,Y,1,1,N,9,1,1,0,0,50,350,380,1,0,1,0,28,0
Web,1,M,1,Y,1,1,Y,9,2,1,0,1,14,892,0,0,0,0,0,38,0
Web,1,F,1,Y,,1,N,,,1,0,0,10,910,0,0,0,0,0,49,1
0,1,F,2,Y,1,0,Y,9,2,7,0,2,20,350,0,1,0,1,0,38,0
0,1,M,1,Y,1,0,N,9,0,1,0,0,1,688,0,1,0,1,0,24,1
Web,1,M,2,Y,1,1,N,2,,1,0,0,16,416,0,0,0,0,0,43,1
0,1,F,2,Y,1,0,Y,12,2,1,0,0,6,5214,0,1,0,1,0,43,0
Web,1,F,2,Y,1,1,N,11,5,2,0,0,1,1708,0,0,0,0,0,49,0
Web,1,M,2,N,1,1,Y,9,2,2,0,0,5,2399.65,0,0,0,0,0,55,0
0,1,M,2,Y,1,1,N,11,2,1,0,4,0,396,0,1,0,0,0,52,0
Web,1,F,1,Y,1,1,N,9,2,1,0,1,19,570,0,0,0,0,0,19,1
0,1,F,5,Y,5,0,N,0,5,7,0,4,11,390,0,1,0,1,0,32,0
0,1,F,1,N,1,1,N,9,1,2,0,4,20,350,0,1,0,1,0,41,0
Web,1,M,2,Y,1,1,N,2,4,1,0,0,10,207,0,0,0,0,0,52,0
Web,2,F,1,Y,1,1,Y,9,2,1,0,0,4,375,0,0,0,0,0,24,0
0,1,M,1,N,1,0,N,9,1,1,0,0,15,350,0,1,0,1,0,85,1
0,1,F,5,Y,1,1,N,9,2,2,0,3,14,350,0,1,0,1,0,41,0
Web,1,M,2,Y,1,1,N,,,1,0,0,10,481,0,0,0,0,0,36,0
0,1,F,2,Y,1,1,N,9,4,1,0,0,22,550,0,1,0,0,0,44,0
0,1,M,2,Y,1,0,N,11,1,1,0,0,8,406,0,1,0,1,0,56,0
Web,1,F,2,Y,1,1,Y,11,4,1,0,0,1,460,0,0,0,0,0,26,0
Web,1,F,2,Y,1,1,N,9,4,1,0,1,5,300,0,0,0,0,0,48,0
0,1,F,1,Y,0,0,N,0,0,1,0,0,0,550,0,1,0,1,0,23,0
0,1,M,2,Y,1,1,N,9,2,1,0,0,5,554,0,1,0,1,0,34,0
Web,1,M,1,Y,1,1,N,,,1,0,0,13,376,0,0,0,0,0,29,0
Web,1,M,1,Y,1,1,N,7,3,1,0,0,20,952.85,0,0,0,0,0,20,1
0,1,M,2,Y,1,1,Y,11,5,2,0,0,0,1137,0,1,0,1,0,26,1
0,1,F,2,Y,1,0,N,16,4,1,0,2,4,440,0,1,0,1,0,33,0
0,1,F,1,Y,1,0,Y,9,2,1,0,0,20,634,0,1,0,1,0,26,0
Web,1,M,2,N,5,1,Y,9,5,1,0,0,12,1500,0,0,0,0,0,36,0
0,2,M,2,Y,4,1,N,0,2,1,0,1,8,788,0,1,0,1,0,35,0
0,1,M,2,N,1,0,Y,9,2,1,0,0,8,5200,0,1,0,1,0,46,0
Web,1,F,5,Y,1,1,Y,9,2,1,0,1,15,833,0,0,0,0,0,26,1
Web,1,F,2,Y,1,1,N,,,1,0,0,20,429,0,0,0,0,0,51,0
Web,1,M,2,Y,1,1,N,9,2,1,0,0,8,777.23,0,0,0,0,0,27,0
Paper,1,M,2,Y,1,1,Y,11,2,1,0,0,1,450,0,0,0,0,0,49,0
Web,1,F,1,Y,1,1,N,,,1,0,0,30,900,0,0,0,0,0,50,0
